Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-12-01 00:00:00-05:00,189.77057900915312,190.56824449600236,183.8504563417264,183.8600616455078,324500,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,185.07099013347914,190.01082884224613,184.90759732977108,189.4149627685547,202900,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,189.83784405809627,190.06850332841438,186.714404595728,188.65574645996094,104800,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,190.27993148909098,193.20154216722503,189.84744353743972,191.93295288085938,660900,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,193.95116958127113,195.83485026676993,193.5763574378027,194.1145477294922,128200,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,194.49898027672154,194.9698894507117,193.81662244242483,194.57586669921875,77600,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,194.08573331296557,194.53743191636556,193.2784478082201,193.45143127441406,67500,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,194.36444905557596,194.67198010685206,193.03818381894393,193.9319610595703,78600,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,193.614819431581,193.72053643545675,191.55815517265958,191.9137420654297,118900,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,190.5970774440516,192.5960656810205,189.28041768161887,189.95315551757812,127700,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,190.4529233007101,191.8368496117563,188.79029653252158,191.74073791503906,94800,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,193.02092115740052,193.512568547206,190.37958144663608,191.11221313476562,124300,0.608,0.0,0.0
2021-12-17 00:00:00-05:00,190.88085196997596,191.4978088516759,188.2491468803167,188.50942993164062,139900,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,186.0897757881234,186.0897757881234,183.51590831042793,185.33786010742188,762500,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,186.85134863418278,189.6662152220309,186.85134863418278,189.52162170410156,166600,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,189.37701277442375,190.42776489257812,189.32881003215547,190.42776489257812,61800,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,190.98689931486695,193.18480920802045,190.98689931486695,192.6449737548828,73100,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,192.99200448338684,194.70791625976562,192.5196558372789,194.70791625976562,58700,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,194.3994385127535,195.92255397059512,194.3994385127535,195.2188262939453,60100,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,194.86214683164462,195.96110166059685,194.86214683164462,195.6333465576172,97800,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,195.91289781327933,196.5780573893065,194.73682154743065,194.8717803955078,89900,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,194.71758674657826,196.43349870900587,194.3898168779173,195.6526641845703,44600,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,195.9322406454155,196.62631913220417,193.51261531832054,194.44769287109375,124000,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,195.52730533032386,198.35180647592006,195.52730533032386,197.94692993164062,115600,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,198.38072253117105,199.25796238677597,195.20918228859836,195.3055877685547,251700,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,195.94182937140414,196.68411043923481,195.08387348603543,195.71047973632812,159700,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,195.78758457462544,196.5780536097618,194.90069535070032,194.99710083007812,101000,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,194.24520195855035,194.24520195855035,191.06401208632937,193.0402069091797,125100,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,193.19446118560793,194.57296854276913,191.35322511145517,194.47657775878906,139400,0.0,0.0,0.0
2022-01-12 00:00:00-05:00,195.22847299016297,195.99967272790357,194.22590891827673,194.794677734375,110700,0.0,0.0,0.0
2022-01-13 00:00:00-05:00,195.21884679955895,196.91548936595672,194.36089085065584,194.90072631835938,108900,0.0,0.0,0.0
2022-01-14 00:00:00-05:00,193.57042977962075,193.86926623248752,191.652072146547,193.79214477539062,124100,0.0,0.0,0.0
2022-01-18 00:00:00-05:00,191.88341474162826,192.01837359887833,190.15785359241798,191.27609252929688,160400,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,191.44961053851785,191.58456938947506,188.53833851425645,188.64437866210938,131900,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,189.40593734854693,191.37249750251692,186.01268188698003,186.1765594482422,234900,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,185.81021317337377,187.56469280445125,183.62193832112766,184.16177368164062,229200,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,181.48189439571283,185.84879540530153,178.30071914008013,185.3089599609375,445600,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,182.64833923361851,184.82696508832495,179.30327164499383,183.1592559814453,134000,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,184.73054345003968,186.5524951563161,179.6309967795881,181.39511108398438,901200,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,182.6483410645518,184.1328885768256,178.1753997778062,179.03335571289062,186700,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,178.43569510431772,180.7781987126587,175.73650291436604,180.68179321289062,512400,0.0,0.0,0.0
