Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-12-01 00:00:00-05:00,336.7870443284888,339.96904858402996,326.4112970614476,326.5089111328125,327200,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,328.2072667545006,332.658194145172,326.5869685693902,332.01397705078125,131000,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,332.882696627667,333.52691370872,321.76511893648217,325.230224609375,300300,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,326.61625527684373,332.29705446893746,322.4191184315582,329.4761657714844,100100,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,334.92273051098044,338.31947385645583,334.62014773681756,336.8456115722656,104200,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,337.34339347303205,338.378066901315,335.72312496985023,338.0461730957031,70200,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,336.5137628225472,337.3629486974433,332.0042724609375,332.0042724609375,62900,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,333.8197080019163,334.0246766750656,329.6323120960931,333.1462097167969,131000,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,332.1408999451775,332.1408999451775,324.24440683991287,325.1033630371094,159300,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,322.02870836841373,324.3615268436719,320.1839006839383,323.2488098144531,142000,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,322.18488182124986,327.46548489152303,317.4997037955215,327.1043395996094,104400,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,329.045561466663,329.045561466663,319.2167197434852,319.7937316894531,111900,0.655,0.0,0.0
2021-12-17 00:00:00-05:00,317.74976738562117,321.7497532563099,314.8060301622614,318.9233703613281,110200,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,313.45636478197997,313.6226067821334,309.8671194145735,312.90869140625,218300,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,316.7913499086658,321.5541687011719,314.9527191974642,321.5541687011719,83500,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,321.81820853482617,326.8059762365439,321.75953137270875,326.4930114746094,87300,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,327.27541893784564,331.3927589356727,326.8939875432966,330.64947509765625,55600,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,331.2460522649856,334.38539964903305,331.2460522649856,333.6812438964844,95400,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,334.44411702454886,335.6274796655885,333.54435073688916,333.7888488769531,94400,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,334.3854457851187,335.3927769461972,333.04560072917553,335.3243103027344,112200,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,334.2289758982899,336.8793275258652,333.7497690680475,333.95513916015625,64900,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,334.3756651447361,335.3927858091774,333.1238358061798,333.1629638671875,72800,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,338.25829766371174,340.742407238367,336.73263158692276,340.5663757324219,138600,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,341.4172447824814,343.07981440277996,337.44659695651814,339.070068359375,113800,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,338.58109498987756,338.9429475245428,329.2412465128512,329.387939453125,93700,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,328.92822276771835,331.01135168444233,323.823100438692,328.742431640625,128200,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,329.41724635700126,329.8769040896278,322.5908768611014,323.3243713378906,184200,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,319.4417664314388,320.98698179450247,312.1361596301208,320.82073974609375,161400,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,320.56645067769955,324.75225830078125,318.7864967747616,324.75225830078125,96500,0.0,0.0,0.0
2022-01-12 00:00:00-05:00,326.9526950869308,327.93068766111224,323.12874054036547,325.8377990722656,69900,0.0,0.0,0.0
2022-01-13 00:00:00-05:00,327.69600854880406,328.4099240909269,319.50042526265224,319.9600830078125,98800,0.0,0.0,0.0
2022-01-14 00:00:00-05:00,317.53464826058024,318.95274954960234,313.32929177984204,317.82806396484375,80700,0.0,0.0,0.0
2022-01-18 00:00:00-05:00,313.74004971652084,314.4344460303535,310.75718388668065,311.0994873046875,215600,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,312.85005503436395,313.515082813599,306.0041070992672,306.17034912109375,731300,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,307.8134183781563,311.66671207307076,299.26577157728013,299.95037841796875,143700,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,298.5126963455582,300.4393429891691,291.4124604165005,291.666748046875,1045000,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,285.3195176836261,297.00653980385187,279.5493679981857,296.92828369140625,305600,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,291.9796366325066,296.32192553719824,287.960101952953,291.92095947265625,139800,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,297.72051699951277,299.7156003914679,286.31711983317143,289.5738220214844,924500,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,292.3708717678235,293.39775196130296,283.031025422811,283.5689392089844,204900,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,284.36115062648884,289.98460832763664,279.627669812604,289.6911926269531,212300,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,290.4931059053498,300.7326883917463,290.4931059053498,300.67401123046875,109300,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,301.2510152402873,303.37327200352684,297.11409640394385,303.02117919921875,117900,0.0,0.0,0.0
2022-02-02 00:00:00-05:00,305.18264905289107,305.18264905289107,298.5909869641815,301.0653076171875,177000,0.0,0.0,0.0
2022-02-03 00:00:00-05:00,293.99437710014246,298.06283039501835,290.9430445904778,291.52984619140625,131400,0.0,0.0,0.0
2022-02-04 00:00:00-05:00,297.837887258724,302.68872240140405,294.2584306110072,299.63739013671875,102700,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,300.2339741607477,303.9894626065027,298.42471151396785,299.2559814453125,94000,0.0,0.0,0.0
2022-02-08 00:00:00-05:00,298.8647611819711,305.04568170376876,297.0945969273436,304.4393310546875,103100,0.0,0.0,0.0
2022-02-09 00:00:00-05:00,307.5101435181741,309.8182211046941,307.5101435181741,308.6837463378906,96000,0.0,0.0,0.0
2022-02-10 00:00:00-05:00,303.66664168019213,309.59327326540415,301.79867260557177,303.5981750488281,90900,0.0,0.0,0.0
2022-02-11 00:00:00-05:00,303.1875227281814,304.2926592408691,293.80857643268735,295.4026794433594,83500,0.0,0.0,0.0
2022-02-14 00:00:00-05:00,294.5517776296009,300.2437012130222,294.44421277933264,296.4784240722656,100200,0.0,0.0,0.0
2022-02-15 00:00:00-05:00,300.5762510747111,303.34398692906893,300.5762510747111,303.14837646484375,79000,0.0,0.0,0.0
2022-02-16 00:00:00-05:00,301.1141533341673,304.47842039076403,299.9600993932209,303.6862487792969,60500,0.0,0.0,0.0
2022-02-17 00:00:00-05:00,302.3855142379361,302.8451719231541,295.12879649712545,295.4710998535156,60800,0.0,0.0,0.0
2022-02-18 00:00:00-05:00,296.5176167403109,297.2119832183297,290.94304626829734,293.2902526855469,93100,0.0,0.0,0.0
2022-02-22 00:00:00-05:00,289.5151387218606,291.76450968995755,281.37823339276946,284.4295654296875,194700,0.0,0.0,0.0
2022-02-23 00:00:00-05:00,286.9821525913009,287.5200365860253,275.32446759965944,275.7939147949219,144200,0.0,0.0,0.0
2022-02-24 00:00:00-05:00,266.209587214287,283.02128173639744,264.0677811166384,282.4833679199219,260800,0.0,0.0,0.0
2022-02-25 00:00:00-05:00,283.1092882040537,288.50779622272535,279.6960739806043,288.39044189453125,103000,0.0,0.0,0.0
2022-02-28 00:00:00-05:00,285.5346643055478,290.9820893570893,285.348843354349,289.876953125,86700,0.0,0.0,0.0
2022-03-01 00:00:00-05:00,289.37826540450646,289.9552774981949,283.3733760856351,285.2608947753906,74500,0.0,0.0,0.0
2022-03-02 00:00:00-05:00,287.08970090574815,292.52733709212447,286.74742739026783,291.63739013671875,59000,0.0,0.0,0.0
2022-03-03 00:00:00-05:00,293.30978943877864,293.30978943877864,283.54941170794933,284.85015869140625,66400,0.0,0.0,0.0
2022-03-04 00:00:00-05:00,282.89410749885513,283.51024752176244,276.97723522985166,279.7547302246094,119200,0.0,0.0,0.0
2022-03-07 00:00:00-05:00,280.6544951419763,280.76205998563415,265.43693497665805,265.5054016113281,781700,0.0,0.0,0.0
2022-03-08 00:00:00-05:00,265.3783213612385,274.63012381552915,263.383207924582,266.620361328125,245300,0.0,0.0,0.0
2022-03-09 00:00:00-05:00,273.5347732689073,276.2535917076969,272.7132630045933,274.6203308105469,75100,0.0,0.0,0.0
2022-03-10 00:00:00-05:00,274.1117599652216,277.7303444606525,272.79146400899873,276.987060546875,109000,0.0,0.0,0.0
2022-03-11 00:00:00-05:00,279.2169420720631,279.6081332196073,271.69617511508886,271.7548522949219,72200,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,272.43937342561975,273.9552498374055,265.9161504252432,267.4613952636719,147100,0.0,0.0,0.0
2022-03-15 00:00:00-04:00,269.5249761633443,276.8990486998882,268.91862552869907,276.0677490234375,78500,0.0,0.0,0.0
2022-03-16 00:00:00-04:00,279.3243936186981,285.92584228515625,277.5738087206836,285.92584228515625,90400,0.0,0.0,0.0
2022-03-17 00:00:00-04:00,284.2926682713208,290.8941182514185,283.74499480879734,290.7767639160156,106600,0.0,0.0,0.0
2022-03-18 00:00:00-04:00,289.47597492248843,297.1434321277222,289.3879591837477,296.7718200683594,63500,0.0,0.0,0.0
2022-03-21 00:00:00-04:00,296.35130678283366,298.0823727855237,291.53959990659774,293.7889709472656,83600,0.0,0.0,0.0
2022-03-22 00:00:00-04:00,295.1190609542861,301.2119358422776,295.1190609542861,300.2730712890625,145700,0.0,0.0,0.0
2022-03-23 00:00:00-04:00,297.9845633172653,300.75226920250344,295.6569361880023,295.72540283203125,99500,0.0,0.0,0.0
2022-03-24 00:00:00-04:00,296.6598174671382,298.23682087308356,293.7409398095051,297.9527587890625,72000,0.464,0.0,0.0
2022-03-25 00:00:00-04:00,298.00172052018013,298.9616369329747,295.1807685160616,297.25732421875,77700,0.0,0.0,0.0
2022-03-28 00:00:00-04:00,299.7256112408772,304.24107097064376,299.0497569810465,304.1921081542969,148900,0.0,0.0,0.0
2022-03-29 00:00:00-04:00,307.9534491117726,311.15641925445925,306.3666708243456,310.1965026855469,715400,0.0,0.0,0.0
2022-03-30 00:00:00-04:00,308.2276694667161,308.93290749721007,303.575065348108,304.838623046875,112500,0.0,0.0,0.0
