Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-12-01 00:00:00-05:00,171.8860085748232,173.33215656388063,169.6374969482422,169.6374969482422,248300,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,170.0853364752374,172.58576131550473,170.0853364752374,171.6994171142578,98700,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,172.5951007222428,173.40680346520196,171.86736428309257,173.37881469726562,85400,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,174.47039585759055,177.01747305156528,174.45173193601246,176.3737030029297,377400,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,177.16676493726368,177.7638823304402,176.6722777633707,176.94284057617188,80100,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,176.95219816106993,177.50266292370236,174.98357410268338,176.4017333984375,511000,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,175.93520973607917,177.03613910361994,175.79525167716056,176.46701049804688,49200,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,177.40001734386365,179.49926021913961,177.40001734386365,179.3406524658203,92600,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,179.2473295067912,181.8877119948631,178.99543063667446,181.3559112548828,118300,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,181.0013880049302,181.47721127097242,180.40427059333908,181.318603515625,92800,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,181.36526428457742,183.47383212397742,181.3559394408129,183.25924682617188,122200,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,183.36721101812904,184.85082701042262,183.02917174991092,184.02450561523438,148800,1.255,0.0,0.0
2021-12-17 00:00:00-05:00,183.6770875765464,184.16536971956037,181.4798394249057,181.57373046875,360900,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,180.19339111927394,181.55494726862037,179.85535186524848,181.53616333007812,174500,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,181.71456779248538,181.8178579584922,180.56899116148114,181.73333740234375,185000,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,181.50801749890425,182.70054700780344,180.84132371199087,182.66297912597656,88400,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,183.12306111583752,183.57377532475874,182.8883120425322,183.15122985839844,111700,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,183.2169808891972,185.01046752929688,183.2169808891972,185.01046752929688,68400,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,184.8977884203989,186.15604018394345,184.78509910704312,186.03396606445312,140300,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,186.29688097664905,187.24527651536096,186.05274706946824,186.57858276367188,251300,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,187.24526492409584,187.51756756032745,186.3532212603682,186.48468017578125,77100,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,186.4847006806029,187.9307489091459,186.3250586755256,187.68661499023438,82600,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,186.81333852771414,187.79928765348467,185.38605992972205,187.73355102539062,243100,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,187.8650238574889,189.28290331801045,187.8650238574889,188.6631622314453,141600,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,188.5974210033265,190.18431278567482,188.3251040405229,188.33450317382812,170600,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,188.24062822541563,189.22657740932317,187.79929872717082,187.87442016601562,159600,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,187.83685106820252,189.076333309204,187.59271713949738,188.35330200195312,189000,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,188.15610776096824,188.35328898607935,186.28749972177954,186.93540954589844,392800,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,186.87907038112255,186.97296142578125,184.79449719519297,186.97296142578125,146900,0.0,0.0,0.0
2022-01-12 00:00:00-05:00,186.81334090722729,186.99175252524236,186.24995163385987,186.77578735351562,268400,0.0,0.0,0.0
2022-01-13 00:00:00-05:00,186.9353978660697,187.71476656755004,186.63491215217235,187.29222106933594,145000,0.0,0.0,0.0
2022-01-14 00:00:00-05:00,186.82275832047716,187.70540303457284,185.93070014312218,187.57394409179688,118200,0.0,0.0,0.0
2022-01-18 00:00:00-05:00,186.4001799357929,186.57859155357744,184.28743792551043,184.97291564941406,260500,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,185.16067902728676,186.83209126199316,185.16067902728676,185.49871826171875,394800,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,185.35786198322253,186.83209303648079,183.90242919554248,184.07144165039062,154400,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,184.50339339768198,186.32503423606718,183.59256581451595,183.874267578125,221700,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,182.9540553968076,184.005741109304,179.81781085506643,183.8836669921875,311200,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,182.59726831200547,182.59726831200547,179.3295501290359,181.41412353515625,215400,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,180.97278949544068,182.53152710745866,178.79432508929995,180.20281982421875,1061400,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,181.30142746693096,183.667702417662,180.19340425929138,180.6816864013672,182900,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,180.07134693016738,182.88833618164062,178.27786033468848,182.88833618164062,243000,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,182.1653042497306,183.8648854659806,181.7897114154465,183.8085479736328,834400,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,183.8648715917246,184.07145193337698,181.92115661265552,183.76158142089844,127800,0.0,0.0,0.0
2022-02-02 00:00:00-05:00,184.0151145205675,185.90249201231217,184.0151145205675,185.58323669433594,412800,0.0,0.0,0.0
2022-02-03 00:00:00-05:00,184.87899525635243,186.3532264389746,184.53157118338055,185.4048309326172,195700,0.0,0.0,0.0
2022-02-04 00:00:00-05:00,184.2874404892039,184.97291822264347,182.09019220665107,183.07614135742188,113400,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,184.06210385590572,184.46586548646314,182.77566886656572,183.5926055908203,115300,0.0,0.0,0.0
2022-02-08 00:00:00-05:00,184.08084047501742,185.03862077594138,183.33903965344376,184.57852172851562,206100,0.0,0.0,0.0
2022-02-09 00:00:00-05:00,185.56447581413764,185.88374549973386,184.59731060670967,184.88839721679688,241900,0.0,0.0,0.0
